SKU,Product Name,Product Class,Product Category,Product Subcategory,Product Model#,Processor,Processor Description,GHz,Screen Size,RAM,Resolution,GPU,VRAM,HD,HD Type,Color,Carrier,Year,Model ID,UPC,Type,Spec,Charger
DAU20-0010A,"MA877LL/A, iMac C2D 2.4/20""/4GB RAM/500GB HDD/",Desktop,iMac,Aluminum,MA877LL/A,C2D,Core 2 Duo,2.4,20,4GB,,,,500GB,HDD,Aluminum,NA,Mid-2007,"iMac7,1",,"20"" iMac",MA877LL/A C2D/2.4/4GB/500GB,Straight iMac Power Cord
DAU20-0018A,"MB324LL/A, iMac C2D 2.66/20""/4GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MB324LL/A,C2D,Core 2 Duo,2.66,20,4GB,,,,1TB,HDD,Aluminum,NA,Early 2008,"iMac8,1",,"20"" iMac",MB324LL/A C2D/2.66/4GB/1TB,Straight iMac Power Cord
DAU20-0021A,"MB324LL/A, iMac C2D 2.66/20""/4GB RAM/320GB HDD/",Desktop,iMac,Aluminum,MB324LL/A,C2D,Core 2 Duo,2.66,20,4GB,,,,320GB,HDD,Aluminum,NA,Early 2008,"iMac8,1",Petra-611188655472,"20"" iMac",MB324LL/A C2D/2.66/4GB/320GB,Straight iMac Power Cord
DAU20-0026B,"MB417LL/A, iMac C2D 2.66/20""/4GB RAM/160GB HDD/, B-Grade",Desktop,iMac,Aluminum,MB417LL/A,C2D,Core 2 Duo,2.66,20,4GB,,,,160GB,HDD,Aluminum,NA,Early 2009,"iMac9,1",,"20"" iMac",MB417LL/A C2D/2.66/4GB/160GB,Straight iMac Power Cord
DAU20-0028A,"MB417LL/A, iMac C2D 2.66/20""/4GB RAM/320GB HDD/",Desktop,iMac,Aluminum,MB417LL/A,C2D,Core 2 Duo,2.66,20,4GB,,,,320GB,HDD,Aluminum,NA,Early 2009,"iMac9,1",Petra-686751357589,"20"" iMac",MB417LL/A C2D/2.66/4GB/320GB,Straight iMac Power Cord
DAU20-0031A,"MC015LL/A, iMac C2D 2/20""/4GB RAM/160GB HDD/",Desktop,iMac,Aluminum,MC015LL/A,C2D,Core 2 Duo,2,20,4GB,,,,160GB,HDD,Aluminum,NA,Mid-2009(Edu),"iMac9,1",,"20"" iMac",MC015LL/A C2D/2/4GB/160GB,Straight iMac Power Cord
DAU21-0001A,"MB950LL/A, iMac C2D 3.06/21.5""/12GB RAM/500GB HDD/",Desktop,iMac,Aluminum,MB950LL/A,C2D,Core 2 Duo,3.06,21.5,12GB,,,,500GB,HDD,Aluminum,NA,Late 2009,"iMac10,1",,"21.5"" iMac",MB950LL/A C2D/3.06/12GB/500GB,Straight iMac Power Cord
DAU21-0004A,"MB950LL/A, iMac C2D 3.06/21.5""/4GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MB950LL/A,C2D,Core 2 Duo,3.06,21.5,4GB,,,,1TB,HDD,Aluminum,NA,Late 2009,"iMac10,1",,"21.5"" iMac",MB950LL/A C2D/3.06/4GB/1TB,Straight iMac Power Cord
DAU21-0006A,"MB950LL/A, iMac C2D 3.06/21.5""/4GB RAM/250GB HDD/",Desktop,iMac,Aluminum,MB950LL/A,C2D,Core 2 Duo,3.06,21.5,4GB,,,,250GB,HDD,Aluminum,NA,Late 2009,"iMac10,1",,"21.5"" iMac",MB950LL/A C2D/3.06/4GB/250GB,Straight iMac Power Cord
DAU21-0008A,"MB950LL/A, iMac C2D 3.06/21.5""/4GB RAM/500GB HDD/",Desktop,iMac,Aluminum,MB950LL/A,C2D,Core 2 Duo,3.06,21.5,4GB,,,,500GB,HDD,Aluminum,NA,Late 2009,"iMac10,1",Petra-686751101298,"21.5"" iMac",MB950LL/A C2D/3.06/4GB/500GB,Straight iMac Power Cord
DAU21-0008B,"MB950LL/A, iMac C2D 3.06/21.5""/4GB RAM/500GB HDD/, B-Grade",Desktop,iMac,Aluminum,MB950LL/A,C2D,Core 2 Duo,3.06,21.5,4GB,,,,500GB,HDD,Aluminum,NA,Late 2009,"iMac10,1",,"21.5"" iMac",MB950LL/A C2D/3.06/4GB/500GB,Straight iMac Power Cord
